id,provider,country,region,bbox,url
17,Yuma County Intergovernmental Public Transportation Authority (YCIPTA),US,Arizona,"{'minimum_latitude': 32.484682743136176, 'maximum_latitude': 32.79171205546877, 'minimum_longitude': -115.56963801383972, 'maximum_longitude': -114.1335509410652, 'extracted_on': '2022-03-14T20:06:27+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-yuma-county-intergovernmental-public-transportation-authority-ycipta-gtfs-17.zip?alt=media
186,Jonesboro Economical Transportation (JET),US,Arkansas,"{'minimum_latitude': 35.78435, 'maximum_latitude': 35.87903, 'minimum_longitude': -90.72583, 'maximum_longitude': -90.62452, 'extracted_on': '2022-03-15T17:40:56+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arkansas-jonesboro-economical-transportation-jet-gtfs-186.zip?alt=media
2264,Rock Region Metro,US,Arkansas,"{'minimum_latitude': 34.640959, 'maximum_latitude': 34.814462, 'minimum_longitude': -92.443057, 'maximum_longitude': -92.188661, 'extracted_on': '2024-11-27T19:28:05+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arkansas-rock-region-metro-gtfs-2264.zip?alt=media
1316,La Burundesa S.A.,ES,Bizkaia,"{'minimum_latitude': 0.0, 'maximum_latitude': 43.343606, 'minimum_longitude': -2.683427, 'maximum_longitude': 0.0, 'extracted_on': '2022-04-04T18:45:13+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-biscay-la-burundesa-sa-gtfs-1316.zip?alt=media
27,Airport Valet Express,US,California,"{'minimum_latitude': 33.942609, 'maximum_latitude': 35.3533707819563, 'minimum_longitude': -119.062001238098, 'maximum_longitude': -118.398682, 'extracted_on': '2022-03-14T20:06:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-airport-valet-express-gtfs-27.zip?alt=media
1244,Alameda-Contra Costa Transit District (AC Transit),US,California,"{'minimum_latitude': 37.409768, 'maximum_latitude': 38.017813, 'minimum_longitude': -122.421947, 'maximum_longitude': -121.886829, 'extracted_on': '2022-03-23T23:19:13+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alameda-contra-costa-transit-district-ac-transit-gtfs-1244.zip?alt=media
595,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",US,California,"{'minimum_latitude': 37.795497, 'maximum_latitude': 37.872939, 'minimum_longitude': -122.478275, 'maximum_longitude': -122.393365, 'extracted_on': '2022-03-16T20:10:19+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alcatraz-cruises-hornblower-gtfs-595.zip?alt=media
211,Alhambra Community Transit,US,California,"{'minimum_latitude': 34.0632123260011, 'maximum_latitude': 34.099084205323, 'minimum_longitude': -118.172849994219, 'maximum_longitude': -118.111230539029, 'extracted_on': '2022-03-15T17:42:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-alhambra-community-transit-gtfs-211.zip?alt=media
1133,Altamont Corridor Express,US,California,"{'minimum_latitude': 37.329568, 'maximum_latitude': 37.957058, 'minimum_longitude': -122.007598, 'maximum_longitude': -121.263664, 'extracted_on': '2022-03-23T18:28:32+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-altamont-corridor-express-gtfs-1133.zip?alt=media
92,Amador Transit,US,California,"{'minimum_latitude': 38.29376141, 'maximum_latitude': 38.57956697, 'minimum_longitude': -121.5038998, 'maximum_longitude': -120.512016, 'extracted_on': '2022-03-14T20:11:58+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-amador-transit-gtfs-92.zip?alt=media
2295,Amtrak San Joaquins,US,California,"{'minimum_latitude': 35.37212800756224, 'maximum_latitude': 40.58366, 'minimum_longitude': -122.392811, 'maximum_longitude': -119.0076888403469, 'extracted_on': '2024-11-27T22:42:10+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-amtrak-san-joaquins-gtfs-2295.zip?alt=media
100,Anaheim Resort Transportation (ART),US,California,"{'minimum_latitude': 33.7855580640792, 'maximum_latitude': 33.85484667, 'minimum_longitude': -117.92822275, 'maximum_longitude': -117.8399317, 'extracted_on': '2022-07-26T16:26:31+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-anaheim-resort-transportation-art-gtfs-100.zip?alt=media
214,Antelope Valley Transit Authority (AVTA),US,California,"{'minimum_latitude': 34.043438, 'maximum_latitude': 34.718879, 'minimum_longitude': -118.597604, 'maximum_longitude': -117.8236947, 'extracted_on': '2022-03-15T17:42:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-antelope-valley-transit-authority-avta-gtfs-214.zip?alt=media
2243,Arcadia Transit,US,California,"{'minimum_latitude': 34.1073, 'maximum_latitude': 34.15283, 'minimum_longitude': -118.064558681, 'maximum_longitude': -118.01837, 'extracted_on': '2024-11-26T22:01:43+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-arcadia-transit-gtfs-2243.zip?alt=media
2233,Arvin Transit,US,California,"{'minimum_latitude': 34.976281, 'maximum_latitude': 35.409855, 'minimum_longitude': -119.038573, 'maximum_longitude': -118.824334, 'extracted_on': '2024-11-26T22:01:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-arvin-transit-gtfs-2233.zip?alt=media
2275,Auburn Transit,US,California,"{'minimum_latitude': 38.878361, 'maximum_latitude': 38.931944, 'minimum_longitude': -121.082945, 'maximum_longitude': -121.035781594468, 'extracted_on': '2024-11-27T21:19:15+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-auburn-transit-gtfs-2275.zip?alt=media
12,Avalon Transit,US,California,"{'minimum_latitude': 33.3265468093768, 'maximum_latitude': 33.350836003873, 'minimum_longitude': -118.340356050519, 'maximum_longitude': -118.32185964799, 'extracted_on': '2022-03-14T20:04:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-avalon-transit-gtfs-12.zip?alt=media
2247,Baldwin Park Transit,US,California,"{'minimum_latitude': 34.06328577697941, 'maximum_latitude': 34.105962, 'minimum_longitude': -117.997132, 'maximum_longitude': -117.944716, 'extracted_on': '2024-11-26T22:01:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-baldwin-park-transit-gtfs-2247.zip?alt=media
53,Bay Area Rapid Transit (BART),US,California,"{'minimum_latitude': 37.368473, 'maximum_latitude': 38.01891, 'minimum_longitude': -122.468908, 'maximum_longitude': -121.780346, 'extracted_on': '2022-03-14T20:08:49+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bay-area-rapid-transit-bart-gtfs-53.zip?alt=media
1999,Beach Cities Transit,US,California,"{'minimum_latitude': 33.816115, 'maximum_latitude': 33.95071, 'minimum_longitude': -118.417662, 'maximum_longitude': -118.352699, 'extracted_on': '2024-02-22T03:59:02+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-beach-cities-transit-gtfs-1999.zip?alt=media
106,Beaumont Transit,US,California,"{'minimum_latitude': 33.9132530168794, 'maximum_latitude': 34.1001200694937, 'minimum_longitude': -117.29498155813, 'maximum_longitude': -116.799803651382, 'extracted_on': '2022-03-14T21:11:57+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-beaumont-gtfs-106.zip?alt=media
228,Bell Gardens Trolley,US,California,"{'minimum_latitude': 33.953848, 'maximum_latitude': 33.975241, 'minimum_longitude': -118.167153856536, 'maximum_longitude': -118.13744, 'extracted_on': '2022-12-19T18:33:15+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bell-gardens-trolley-gtfs-228.zip?alt=media
227,Bellflower Bus,US,California,"{'minimum_latitude': 33.865684, 'maximum_latitude': 33.909496, 'minimum_longitude': -118.142691, 'maximum_longitude': -118.108606, 'extracted_on': '2022-12-19T18:31:06+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-bellflower-bus-gtfs-227.zip?alt=media
37,Big Blue Bus,US,California,"{'minimum_latitude': 33.929498, 'maximum_latitude': 34.075669, 'minimum_longitude': -118.549205, 'maximum_longitude': -118.237266, 'extracted_on': '2022-03-14T20:07:49+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-big-blue-bus-gtfs-37.zip?alt=media
236,Blossom Express,US,California,"{'minimum_latitude': 37.6893884368282, 'maximum_latitude': 37.753899387218, 'minimum_longitude': -121.142215569397, 'maximum_longitude': -121.050065418927, 'extracted_on': '2022-03-15T17:43:26+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-blossom-express-gtfs-236.zip?alt=media
1178,Blue & Gold Fleet,US,California,"{'minimum_latitude': 37.662676, 'maximum_latitude': 38.10127, 'minimum_longitude': -122.41209, 'maximum_longitude': -122.25692, 'extracted_on': '2022-03-23T18:45:07+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-blue-gold-fleet-gtfs-1178.zip?alt=media
2149,BurbankBus,US,California,"{'minimum_latitude': 34.138588, 'maximum_latitude': 34.195688, 'minimum_longitude': -118.375298, 'maximum_longitude': -118.311952, 'extracted_on': '2024-11-04T18:48:47+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-burbankbus-gtfs-2149.zip?alt=media
296,Calabasas Transit System,US,California,"{'minimum_latitude': 34.1267823551685, 'maximum_latitude': 34.1646773952993, 'minimum_longitude': -118.714712146685, 'maximum_longitude': -118.609714786109, 'extracted_on': '2022-03-15T21:14:04+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-calabasas-transit-system-gtfs-296.zip?alt=media
93,Calaveras Transit,US,California,"{'minimum_latitude': 37.932161, 'maximum_latitude': 38.398985, 'minimum_longitude': -120.8387301, 'maximum_longitude': -120.347157, 'extracted_on': '2022-03-14T20:12:09+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-calaveras-transit-gtfs-93.zip?alt=media
54,Caltrain,US,California,"{'minimum_latitude': 37.003485, 'maximum_latitude': 37.776404, 'minimum_longitude': -122.411709050687, 'maximum_longitude': -121.566088, 'extracted_on': '2022-03-14T20:08:51+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-caltrain-gtfs-54.zip?alt=media
2234,Camarillo Area Transit,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2024-11-26T22:01:41+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-camarillo-area-transit-gtfs-2234.zip?alt=media
74,Capitol Corridor Joint Powers Authority (Capitol Corridor),US,California,"{'minimum_latitude': 37.329935, 'maximum_latitude': 39.099809, 'minimum_longitude': -122.410306, 'maximum_longitude': -120.952693, 'extracted_on': '2022-03-14T20:10:56+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-capitol-corridor-joint-powers-authority-capitol-corridor-gtfs-74.zip?alt=media
298,Carson Circuit,US,California,"{'minimum_latitude': 33.8082344204378, 'maximum_latitude': 33.8860288636595, 'minimum_longitude': -118.2859241618, 'maximum_longitude': -118.21192070155, 'extracted_on': '2022-03-15T21:14:07+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-carson-circuit-gtfs-298.zip?alt=media
299,Catalina Express,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2022-03-15T21:14:08+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-catalina-express-gtfs-299.zip?alt=media
300,Catalina Flyer,US,California,"{'minimum_latitude': 33.3447667724262, 'maximum_latitude': 33.6028311986186, 'minimum_longitude': -118.322060998279, 'maximum_longitude': -117.899246237566, 'extracted_on': '2022-03-15T21:14:09+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-catalina-flyer-gtfs-300.zip?alt=media
599,City Coach,US,California,"{'minimum_latitude': 38.32518498, 'maximum_latitude': 38.3978029, 'minimum_longitude': -122.00789, 'maximum_longitude': -121.93363, 'extracted_on': '2022-03-16T20:10:28+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-coach-gtfs-599.zip?alt=media
220,City of Banning Transit,US,California,"{'minimum_latitude': 33.90046637, 'maximum_latitude': 33.93990647, 'minimum_longitude': -116.9751263, 'maximum_longitude': -116.7543268, 'extracted_on': '2022-03-15T17:42:52+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-banning-transit-gtfs-220.zip?alt=media
2249,City of Bell (La Campana),US,California,"{'minimum_latitude': 33.9653511222492, 'maximum_latitude': 33.9824536922432, 'minimum_longitude': -118.202539281078, 'maximum_longitude': -118.164965, 'extracted_on': '2024-11-26T22:01:46+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-bell-la-campana-gtfs-2249.zip?alt=media
1245,City of Glendale,US,California,"{'minimum_latitude': 34.123164, 'maximum_latitude': 34.223555, 'minimum_longitude': -118.312149, 'maximum_longitude': -118.175199, 'extracted_on': '2022-03-23T23:19:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-glendale-gtfs-1245.zip?alt=media
919,City of Lompoc Transit (COLT),US,California,"{'minimum_latitude': 34.421013, 'maximum_latitude': 34.715418, 'minimum_longitude': -120.475468, 'maximum_longitude': -119.703516, 'extracted_on': '2022-03-17T18:18:44+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-lompoc-transit-colt-gtfs-919.zip?alt=media
91,City of Madera,US,California,"{'minimum_latitude': 36.924336241916, 'maximum_latitude': 36.9830004943818, 'minimum_longitude': -120.103310277225, 'maximum_longitude': -119.99758478924, 'extracted_on': '2022-03-14T20:11:56+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-madera-gtfs-91.zip?alt=media
44,City of San Luis Obispo Transit,US,California,"{'minimum_latitude': 35.23933972, 'maximum_latitude': 35.302551, 'minimum_longitude': -120.70909948, 'maximum_longitude': -120.63319399, 'extracted_on': '2022-03-14T20:08:09+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-san-luis-obispo-transit-gtfs-44.zip?alt=media
2187,City of Tracy,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2024-11-12T16:54:59+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-tracy-gtfs-2187.zip?alt=media
877,City of Tracy (TRACER),US,California,"{'minimum_latitude': 37.696589, 'maximum_latitude': 37.761837, 'minimum_longitude': -121.475665, 'maximum_longitude': -121.409294, 'extracted_on': '2022-03-17T15:29:11+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-tracy-tracer-gtfs-877.zip?alt=media
1788,City of Wasco,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2022-12-24T00:01:11+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-city-of-wasco-gtfs-1788.zip?alt=media
1872,Clean Air Express,US,California,"{'minimum_latitude': 34.4193842989326, 'maximum_latitude': 34.9019699004915, 'minimum_longitude': -120.459583997726, 'maximum_longitude': -119.685447220772, 'extracted_on': '2023-02-21T20:26:21+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-clean-air-express-gtfs-1872.zip?alt=media
89,Clovis Transit,US,California,"{'minimum_latitude': 36.7868979640758, 'maximum_latitude': 36.85201434, 'minimum_longitude': -119.754093, 'maximum_longitude': -119.660908, 'extracted_on': '2022-03-14T20:11:50+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-clovis-transit-gtfs-89.zip?alt=media
994,Commerce Municipal Bus Lines,US,California,"{'minimum_latitude': 33.965568, 'maximum_latitude': 34.063075, 'minimum_longitude': -118.264252, 'maximum_longitude': -118.127642, 'extracted_on': '2022-07-27T14:23:08+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-commerce-municipal-bus-lines-gtfs-994.zip?alt=media
61,Commute.org San Mateo County Shuttles,US,California,"{'minimum_latitude': 37.423779, 'maximum_latitude': 37.7211495911134, 'minimum_longitude': -122.469273263981, 'maximum_longitude': -122.142022, 'extracted_on': '2022-03-14T20:09:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-commuteorg-san-mateo-county-shuttles-gtfs-61.zip?alt=media
314,Compton Renaissance,US,California,"{'minimum_latitude': 33.8668373372485, 'maximum_latitude': 33.9232688805322, 'minimum_longitude': -118.255090151507, 'maximum_longitude': -118.181491014396, 'extracted_on': '2022-12-19T18:35:27+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-compton-renaissance-gtfs-314.zip?alt=media
104,Corona Cruiser,US,California,"{'minimum_latitude': 33.813968645208, 'maximum_latitude': 33.8990059361134, 'minimum_longitude': -117.6013863782, 'maximum_longitude': -117.50625785349, 'extracted_on': '2022-03-14T20:12:40+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-corona-cruiser-gtfs-104.zip?alt=media
1243,County Connection (CCCTA),US,California,"{'minimum_latitude': 37.659113, 'maximum_latitude': 38.019406, 'minimum_longitude': -122.191794, 'maximum_longitude': -121.778125, 'extracted_on': '2022-03-23T23:18:59+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-county-connection-cccta-gtfs-1243.zip?alt=media
2248,Cudahy Area Rapid Transit,US,California,"{'minimum_latitude': 33.957764, 'maximum_latitude': 33.970413, 'minimum_longitude': -118.199415, 'maximum_longitude': -118.171721, 'extracted_on': '2024-11-26T22:01:46+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-cudahy-area-rapid-transit-gtfs-2248.zip?alt=media
38,Culver City Bus,US,California,"{'minimum_latitude': 33.929593, 'maximum_latitude': 34.068294, 'minimum_longitude': -118.471525, 'maximum_longitude': -118.36869, 'extracted_on': '2022-07-26T16:06:33+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-culver-city-bus-gtfs-38.zip?alt=media
2361,Dana Point Trolley,US,California,"{'minimum_latitude': 33.455141532, 'maximum_latitude': 33.4912559608, 'minimum_longitude': -117.7193641663, 'maximum_longitude': -117.6575213963, 'extracted_on': '2025-02-05T21:37:16+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-dana-point-trolley-gtfs-2361.zip?alt=media
320,Delano Area Rapid Transit,US,California,"{'minimum_latitude': 35.745704086606, 'maximum_latitude': 35.79040964, 'minimum_longitude': -119.27176604545, 'maximum_longitude': -119.2231118, 'extracted_on': '2022-03-15T21:14:49+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-delano-area-rapid-transit-gtfs-320.zip?alt=media
383,DowneyLINK,US,California,"{'minimum_latitude': 33.9068190625008, 'maximum_latitude': 33.9667896649685, 'minimum_longitude': -118.15607158901, 'maximum_longitude': -118.102802806934, 'extracted_on': '2022-12-19T18:36:26+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-downeylink-gtfs-383.zip?alt=media
25,Eastern Sierra Transit,US,California,"{'minimum_latitude': 34.696209, 'maximum_latitude': 39.53475879, 'minimum_longitude': -119.818352, 'maximum_longitude': -115.908348, 'extracted_on': '2022-03-14T20:06:51+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-eastern-sierra-transit-gtfs-25.zip?alt=media
2135,El Dorado Transit Agency,US,California,"{'minimum_latitude': 38.551646, 'maximum_latitude': 38.957753, 'minimum_longitude': -121.502804, 'maximum_longitude': -119.942393, 'extracted_on': '2024-10-22T16:24:48+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-el-dorado-transit-agency-gtfs-2135.zip?alt=media
103,El Monte Transit,US,California,"{'minimum_latitude': 34.043981602068, 'maximum_latitude': 34.09689398778, 'minimum_longitude': -118.0686841, 'maximum_longitude': -118.00382343434, 'extracted_on': '2022-03-14T20:12:38+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-el-monte-transit-gtfs-103.zip?alt=media
2210,El Segundo Transportation,US,California,"{'minimum_latitude': 33.9046426047857, 'maximum_latitude': 33.9309324789624, 'minimum_longitude': -118.421993344071, 'maximum_longitude': -118.380819763092, 'extracted_on': '2024-11-20T10:34:37+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-el-segundo-transportation-gtfs-2210.zip?alt=media
2136,Elk Grove Transit,US,California,"{'minimum_latitude': 38.378867, 'maximum_latitude': 38.5814, 'minimum_longitude': -121.504575, 'maximum_longitude': -121.321886, 'extracted_on': '2024-10-22T16:24:49+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-elk-grove-transit-gtfs-2136.zip?alt=media
2224,Emery Go-Round,US,California,"{'minimum_latitude': 37.829424, 'maximum_latitude': 37.852317, 'minimum_longitude': -122.313403, 'maximum_longitude': -122.266983, 'extracted_on': '2024-11-26T19:53:24+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-emery-go-round-gtfs-2224.zip?alt=media
65,eTrans,US,California,"{'minimum_latitude': 37.685265, 'maximum_latitude': 37.80286, 'minimum_longitude': -121.215854287148, 'maximum_longitude': -120.98274, 'extracted_on': '2022-03-14T20:09:23+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-etrans-gtfs-65.zip?alt=media
76,Fairfield and Suisun Transit (FAST Transit),US,California,"{'minimum_latitude': 37.9054783569681, 'maximum_latitude': 38.584657, 'minimum_longitude': -122.317048, 'maximum_longitude': -121.496009650077, 'extracted_on': '2022-03-14T20:11:03+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fairfield-and-suisun-transit-fast-transit-gtfs-76.zip?alt=media
1817,GoMonrovia,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2022-08-12T18:00:51+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-flex-v2-developer-test-feed-1-gtfs-1817.zip?alt=media
1818,City of Dixon,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2022-08-12T18:01:24+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-flex-v2-developer-test-feed-2-gtfs-1818.zip?alt=media
1819,Anaheim Regional Transportation,US,California,"{'minimum_latitude': None, 'maximum_latitude': None, 'minimum_longitude': None, 'maximum_longitude': None, 'extracted_on': '2022-08-12T18:01:51+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-flex-v2-developer-test-feed-3-gtfs-1819.zip?alt=media
101,Foothill Transit,US,California,"{'minimum_latitude': 33.91615, 'maximum_latitude': 34.151565, 'minimum_longitude': -118.267203, 'maximum_longitude': -117.690366, 'extracted_on': '2022-09-01T20:30:01+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-foothill-transit-gtfs-101.zip?alt=media
90,Fresno Area Express (FAX),US,California,"{'minimum_latitude': 36.681009, 'maximum_latitude': 36.888538, 'minimum_longitude': -119.908969, 'maximum_longitude': -119.677657, 'extracted_on': '2022-03-14T20:11:54+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fresno-area-express-fax-gtfs-90.zip?alt=media
85,Fresno County Rural Transit Agency (FCRTA),US,California,"{'minimum_latitude': 36.134471, 'maximum_latitude': 36.868542, 'minimum_longitude': -120.463387, 'maximum_longitude': -119.312622, 'extracted_on': '2022-03-14T20:11:33+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-fresno-county-rural-transit-agency-fcrta-gtfs-85.zip?alt=media
606,Get Around Town Express,US,California,"{'minimum_latitude': 33.9159852759617, 'maximum_latitude': 33.9592318964122, 'minimum_longitude': -118.225215727351, 'maximum_longitude': -118.163997470108, 'extracted_on': '2022-12-19T18:37:17+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-get-around-town-express-gtfs-606.zip?alt=media
609,Glendora Transportation Division,US,California,"{'minimum_latitude': 34.0833929992766, 'maximum_latitude': 34.1468809776457, 'minimum_longitude': -117.89009, 'maximum_longitude': -117.838194, 'extracted_on': '2022-12-19T18:38:06+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-glendora-transportation-division-gtfs-609.zip?alt=media
2207,Glenn Transit Service,US,California,"{'minimum_latitude': 39.517828, 'maximum_latitude': 39.757932, 'minimum_longitude': -122.218469, 'maximum_longitude': -121.841863, 'extracted_on': '2024-11-20T10:34:36+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-glenn-transit-service-gtfs-2207.zip?alt=media
623,Go West Shuttle,US,California,"{'minimum_latitude': 34.0022032814329, 'maximum_latitude': 34.0868832783108, 'minimum_longitude': -117.954219468385, 'maximum_longitude': -117.872601420076, 'extracted_on': '2022-03-16T20:11:10+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-go-west-shuttle-gtfs-623.zip?alt=media
32,"Gold Coast Transit, South Coast Area Transit",US,California,"{'minimum_latitude': 34.14269871250784, 'maximum_latitude': 34.44820108297236, 'minimum_longitude': -119.30746185, 'maximum_longitude': -119.13247253857648, 'extracted_on': '2022-03-14T20:07:30+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-gold-coast-transit-south-coast-area-transit-gtfs-32.zip?alt=media
46,Golden Empire Transit District (GET),US,California,"{'minimum_latitude': 34.976628, 'maximum_latitude': 35.447091, 'minimum_longitude': -119.145718, 'maximum_longitude': -118.91409, 'extracted_on': '2022-03-14T20:08:13+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-golden-empire-transit-district-get-gtfs-46.zip?alt=media
67,Golden Gate Transit,US,California,"{'minimum_latitude': 37.777609, 'maximum_latitude': 38.472081, 'minimum_longitude': -122.740448, 'maximum_longitude': -122.26649, 'extracted_on': '2022-03-14T20:10:29+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-golden-gate-transit-gtfs-67.zip?alt=media
83,GrapeLine,US,California,"{'minimum_latitude': 38.101806, 'maximum_latitude': 38.1457562509751, 'minimum_longitude': -121.309442, 'maximum_longitude': -121.252695, 'extracted_on': '2022-03-14T20:11:28+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-grapeline-gtfs-83.zip?alt=media
2270,GTrans,US,California,"{'minimum_latitude': 33.788719, 'maximum_latitude': 33.952458, 'minimum_longitude': -118.378302, 'maximum_longitude': -118.223258, 'extracted_on': '2024-11-27T20:43:04+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-gtrans-gtfs-2270.zip?alt=media
617,Guadalupe Flyer,US,California,"{'minimum_latitude': 34.946112429823, 'maximum_latitude': 34.9711071914409, 'minimum_longitude': -120.589191040142, 'maximum_longitude': -120.43050668825, 'extracted_on': '2022-03-16T20:11:01+00:00'}",https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-guadalupe-flyer-gtfs-617.zip?alt=media
